CustomerID,Recency,Frequency,Monetary,AvgOrderValue,NumCategories,FirstPurchase,LastPurchase,CustomerAge,AvgSentiment,Cluster,Segment
C12405,660,2,737.34,105.33,5,2023-01-17,2023-02-10,24,0.15635,0,Lost / Inactive
C12406,460,3,913.93,83.08,6,2022-12-05,2023-08-29,267,0.04395714285714286,0,Lost / Inactive
C12407,8,18,6587.7,129.17,7,2023-05-01,2024-11-23,572,0.5104676470588235,0,Lost / Inactive
C12408,75,2,1238.09,206.35,4,2024-09-10,2024-09-17,7,0.58955,0,Lost / Inactive
C12409,75,5,2469.66,224.51,6,2023-11-04,2024-09-17,318,0.61371,0,Lost / Inactive
C12410,251,4,2525.32,120.25,7,2022-12-30,2024-03-25,451,0.2895,0,Lost / Inactive
C12412,442,1,962.49,320.83,3,2023-09-16,2023-09-16,0,-0.5134,0,Lost / Inactive
C12413,62,9,2065.98,129.12,6,2022-12-08,2024-09-30,662,0.36667,0,Lost / Inactive
C12414,9,6,1782.2,127.3,5,2023-03-20,2024-11-22,613,0.77028,0,Lost / Inactive
C12415,366,2,1241.41,620.7,1,2023-11-13,2023-12-01,18,0.4491,0,Lost / Inactive
C12416,380,5,5268.48,210.74,7,2023-04-05,2023-11-17,226,0.698095,0,Lost / Inactive
C12417,13,3,2075.35,296.48,6,2023-05-14,2024-11-18,554,0.3639666666666666,0,Lost / Inactive
C12418,125,3,1101.77,110.18,5,2022-12-27,2024-07-29,580,0.4809,0,Lost / Inactive
C12419,274,4,3628.05,181.4,6,2023-03-11,2024-03-02,357,0.33226923076923076,0,Lost / Inactive
C12420,29,3,3287.85,182.66,6,2023-11-05,2024-11-02,363,0.39115555555555553,0,Lost / Inactive
C12421,19,3,1755.51,159.59,6,2022-12-29,2024-11-12,684,0.1264833333333333,0,Lost / Inactive
C12423,264,2,457.04,152.35,2,2023-11-30,2024-03-12,103,0.08955000000000002,0,Lost / Inactive
C12424,86,3,1919.72,119.98,7,2022-12-31,2024-09-06,615,0.2913833333333333,0,Lost / Inactive
C12425,545,1,690.65,172.66,3,2023-06-05,2023-06-05,0,0.8151333333333334,0,Lost / Inactive
C12428,180,3,1450.43,181.3,5,2023-04-23,2024-06-04,408,0.54042,0,Lost / Inactive
C12429,17,6,1090.89,109.09,6,2022-12-08,2024-11-14,707,0.1685222222222222,0,Lost / Inactive
C12430,135,1,289.67,96.56,2,2024-07-19,2024-07-19,0,0.59215,0,Lost / Inactive
C12431,124,2,778.67,155.73,3,2024-06-28,2024-07-30,32,0.5231,0,Lost / Inactive
C12432,102,2,1649.93,149.99,4,2023-02-15,2024-08-21,553,0.6492875,0,Lost / Inactive
C12433,56,2,483.76,96.75,3,2024-07-15,2024-10-06,83,0.4042333333333333,0,Lost / Inactive
C12435,19,7,1963.66,130.91,6,2022-12-19,2024-11-12,694,0.3236,0,Lost / Inactive
C12436,276,2,221.76,110.88,2,2023-03-27,2024-02-29,339,0.019100000000000006,0,Lost / Inactive
C12438,8,3,899.22,149.87,2,2023-11-23,2024-11-23,366,0.045520000000000005,0,Lost / Inactive
C12439,23,1,387.4,193.7,2,2024-11-08,2024-11-08,0,0.5116499999999999,0,Lost / Inactive
C12440,370,3,1905.3,158.78,7,2023-07-10,2023-11-27,140,0.1546,0,Lost / Inactive
C12441,8,2,1293.47,184.78,6,2023-05-22,2024-11-23,551,0.7464500000000001,0,Lost / Inactive
C12442,29,3,3634.97,213.82,6,2023-03-30,2024-11-02,583,0.17900909090909092,0,Lost / Inactive
C12443,124,5,1827.57,166.14,6,2022-12-13,2024-07-30,595,0.6571,0,Lost / Inactive
C12445,7,5,961.75,120.22,3,2022-12-22,2024-11-24,703,0.8029999999999999,0,Lost / Inactive
C12446,372,1,161.15,80.58,2,2023-11-25,2023-11-25,0,0.6960999999999999,0,Lost / Inactive
C12447,649,1,228.91,228.91,1,2023-02-21,2023-02-21,0,-0.4019,0,Lost / Inactive
C12448,361,3,802.85,114.69,4,2022-12-16,2023-12-06,355,0.2778333333333333,0,Lost / Inactive
C12449,227,1,22.95,22.95,1,2024-04-18,2024-04-18,0,0.0,0,Lost / Inactive
C12450,702,1,339.7,169.85,2,2022-12-30,2022-12-30,0,0.7898000000000001,0,Lost / Inactive
C12451,107,6,5122.24,170.74,7,2023-07-11,2024-08-16,402,0.42719473684210524,0,Lost / Inactive
C12452,342,2,473.26,118.32,3,2023-04-23,2023-12-25,246,0.42042500000000005,0,Lost / Inactive
C12453,338,1,481.44,481.44,1,2023-12-29,2023-12-29,0,0.0,0,Lost / Inactive
C12454,128,3,293.8,97.93,3,2023-11-21,2024-07-26,248,0.35,0,Lost / Inactive
C12455,3,190,82247.09,148.19,7,2022-12-02,2024-11-28,727,0.48660811594202896,1,Champions
C12456,149,4,707.67,141.53,5,2023-02-04,2024-07-05,517,-0.5767,0,Lost / Inactive
C12457,55,4,1863.28,143.33,6,2022-12-08,2024-10-07,669,0.5240555555555555,0,Lost / Inactive
C12458,354,2,1331.6,166.45,4,2023-12-11,2023-12-13,2,0.6979428571428572,0,Lost / Inactive
C12459,341,2,743.38,247.79,3,2023-12-20,2023-12-26,6,0.26055000000000006,0,Lost / Inactive
C12460,222,3,308.61,102.87,2,2023-03-29,2024-04-23,391,0.63375,0,Lost / Inactive
C12461,17,3,5282.99,240.14,7,2023-06-22,2024-11-14,511,0.3915181818181818,0,Lost / Inactive
C12462,2,10,3519.59,159.98,7,2022-12-26,2024-11-29,704,0.08224666666666665,0,Lost / Inactive
C12463,488,2,592.89,98.82,5,2022-12-15,2023-08-01,229,0.12497500000000002,0,Lost / Inactive
C12465,458,2,385.36,192.68,2,2023-04-17,2023-08-31,136,0.4404,0,Lost / Inactive
C12466,3,7,1671.9,104.49,7,2022-12-13,2024-11-28,716,0.6133214285714287,0,Lost / Inactive
C12467,269,3,600.33,200.11,2,2023-02-23,2024-03-07,378,0.6597999999999999,0,Lost / Inactive
C12468,209,1,254.18,84.73,2,2024-05-06,2024-05-06,0,0.3287,0,Lost / Inactive
C12469,86,3,1946.35,162.2,4,2023-09-18,2024-09-06,354,0.6266,0,Lost / Inactive
C12470,4,5,1620.03,162.0,6,2023-09-06,2024-11-27,448,0.41885,0,Lost / Inactive
C12471,64,4,2248.24,172.94,5,2022-12-10,2024-09-28,658,0.3495333333333333,0,Lost / Inactive
C12472,44,4,704.7,100.67,4,2023-04-02,2024-10-18,565,0.6738666666666666,0,Lost / Inactive
C12473,643,1,541.91,270.96,1,2023-02-27,2023-02-27,0,0.20749999999999996,0,Lost / Inactive
C12474,469,5,1994.83,249.35,6,2022-12-04,2023-08-20,259,0.35228000000000004,0,Lost / Inactive
C12475,7,5,2532.16,180.87,7,2023-12-06,2024-11-24,354,0.3176818181818182,0,Lost / Inactive
C12476,345,3,1390.67,154.52,6,2022-12-06,2023-12-22,381,0.4118,0,Lost / Inactive
C12478,23,10,3041.12,160.06,7,2023-01-19,2024-11-08,659,0.26180624999999996,0,Lost / Inactive
C12479,157,1,319.56,159.78,2,2024-06-27,2024-06-27,0,-0.4767,0,Lost / Inactive
C12480,273,1,516.9,129.22,4,2024-03-03,2024-03-03,0,0.1591,0,Lost / Inactive
C12482,215,2,155.08,77.54,2,2023-06-18,2024-04-30,317,-0.4121,0,Lost / Inactive
C12483,222,3,402.36,134.12,3,2023-06-21,2024-04-23,307,0.85375,0,Lost / Inactive
C12484,303,3,2178.59,145.24,6,2023-11-01,2024-02-02,93,0.8031285714285714,0,Lost / Inactive
C12485,535,2,585.36,146.34,4,2023-04-08,2023-06-15,68,0.42245,0,Lost / Inactive
C12486,701,2,166.47,83.24,2,2022-12-10,2022-12-31,21,0.10015000000000002,0,Lost / Inactive
C12487,18,14,7533.06,150.66,7,2022-12-23,2024-11-13,691,0.4767891891891892,0,Lost / Inactive
C12488,607,2,1882.99,188.3,5,2022-12-15,2023-04-04,110,0.6721499999999999,0,Lost / Inactive
C12489,32,3,1073.63,268.41,4,2024-08-16,2024-10-30,75,0.652525,0,Lost / Inactive
C12490,50,7,5044.92,144.14,7,2022-12-27,2024-10-12,655,0.23937894736842102,0,Lost / Inactive
C12491,256,2,1798.31,138.33,5,2023-11-19,2024-03-20,122,0.46753333333333336,0,Lost / Inactive
C12492,129,3,699.87,99.98,4,2023-04-09,2024-07-25,473,0.05839999999999999,0,Lost / Inactive
C12493,528,1,947.28,947.28,1,2023-06-22,2023-06-22,0,0.8704,0,Lost / Inactive
C12494,5,11,5205.68,179.51,7,2023-02-22,2024-11-26,643,0.5405208333333333,0,Lost / Inactive
C12495,295,3,476.4,158.8,3,2022-12-05,2024-02-10,432,0.4404,0,Lost / Inactive
C12497,141,2,285.72,142.86,2,2024-05-14,2024-07-13,60,0.21330000000000002,0,Lost / Inactive
C12498,249,3,329.83,109.94,3,2024-02-03,2024-03-27,53,0.89275,0,Lost / Inactive
C12499,9,4,3649.26,152.05,7,2022-12-21,2024-11-22,702,0.24449285714285712,0,Lost / Inactive
C12500,38,5,1184.69,131.63,6,2023-03-11,2024-10-24,593,0.6133000000000001,0,Lost / Inactive
C12501,204,3,2219.05,158.5,6,2023-07-18,2024-05-11,298,0.07889230769230768,0,Lost / Inactive
C12502,4,4,1601.9,266.98,5,2023-07-28,2024-11-27,488,0.38395999999999997,0,Lost / Inactive
C12503,28,4,2202.56,129.56,6,2023-08-29,2024-11-03,432,0.444,0,Lost / Inactive
C12504,6,5,2171.83,217.18,4,2023-03-04,2024-11-25,632,0.3147285714285714,0,Lost / Inactive
C12505,15,15,9135.54,179.13,7,2023-02-04,2024-11-16,651,0.37565714285714286,0,Lost / Inactive
C12506,30,2,832.69,138.78,6,2023-11-06,2024-11-01,361,0.349175,0,Lost / Inactive
C12507,17,4,1777.28,177.73,7,2022-12-17,2024-11-14,698,0.26125,0,Lost / Inactive
C12508,43,1,947.38,157.9,4,2024-10-19,2024-10-19,0,0.37917500000000004,0,Lost / Inactive
C12509,21,8,1940.3,107.79,7,2022-12-20,2024-11-10,691,0.6218166666666667,0,Lost / Inactive
C12510,7,11,4022.83,129.77,7,2022-12-12,2024-11-24,713,0.585905,0,Lost / Inactive
C12511,2,61,31739.01,150.42,7,2022-12-08,2024-11-29,722,0.46516953125,0,Lost / Inactive
C12512,22,1,651.45,162.86,3,2024-11-09,2024-11-09,0,0.8045,0,Lost / Inactive
C12513,415,2,672.81,336.4,1,2023-05-02,2023-10-13,164,0.1898,0,Lost / Inactive
C12514,18,7,1735.48,157.77,6,2023-03-03,2024-11-13,621,0.26692499999999997,0,Lost / Inactive
C12515,249,5,1444.62,111.12,5,2023-04-01,2024-03-27,361,0.6860555555555555,0,Lost / Inactive
C12516,14,3,744.81,106.4,4,2024-08-21,2024-11-17,88,0.37363333333333343,0,Lost / Inactive
C12518,20,8,2648.86,139.41,6,2022-12-28,2024-11-11,684,0.5380461538461538,0,Lost / Inactive
C12519,395,4,2574.48,214.54,5,2022-12-22,2023-11-02,315,0.37975000000000003,0,Lost / Inactive
C12521,5,6,2153.42,165.65,6,2023-03-21,2024-11-26,616,-0.008357142857142856,0,Lost / Inactive
C12522,132,3,1287.2,128.72,6,2023-08-27,2024-07-22,330,0.5921,0,Lost / Inactive
C12523,31,3,565.52,141.38,1,2023-12-30,2024-10-31,306,0.923,0,Lost / Inactive
C12524,303,3,1658.77,138.23,6,2023-12-07,2024-02-02,57,0.5454125,0,Lost / Inactive
C12525,32,3,1158.81,289.7,3,2023-05-22,2024-10-30,527,0.5253666666666666,0,Lost / Inactive
C12526,2,5,1860.65,206.74,6,2023-06-26,2024-11-29,522,0.29338333333333333,0,Lost / Inactive
C12527,245,6,1602.29,106.82,7,2022-12-12,2024-03-31,475,0.16070909090909088,0,Lost / Inactive
C12528,274,3,227.37,56.84,3,2023-07-09,2024-03-02,237,0.21030000000000001,0,Lost / Inactive
C12530,15,6,1566.97,97.94,6,2022-12-12,2024-11-16,705,0.7371090909090909,0,Lost / Inactive
C12531,354,1,1142.66,190.44,5,2023-12-13,2023-12-13,0,0.8585,0,Lost / Inactive
C12532,218,3,1273.21,159.15,5,2023-05-08,2024-04-27,355,0.881375,0,Lost / Inactive
C12533,47,4,1366.67,195.24,3,2023-05-17,2024-10-15,517,0.54942,0,Lost / Inactive
C12534,1,5,1134.82,162.12,5,2023-02-22,2024-11-30,647,0.30757500000000004,0,Lost / Inactive
C12535,1,6,2867.71,130.35,6,2023-03-18,2024-11-30,623,0.4310625,0,Lost / Inactive
C12536,290,3,3097.49,172.08,6,2023-04-22,2024-02-15,299,0.33579,0,Lost / Inactive
C12537,303,1,281.0,281.0,1,2024-02-02,2024-02-02,0,-0.6708,0,Lost / Inactive
C12538,127,5,1459.95,112.3,7,2023-04-04,2024-07-27,480,0.62976,0,Lost / Inactive
C12539,507,3,554.95,184.98,3,2023-02-10,2023-07-13,153,0.14905000000000002,0,Lost / Inactive
C12540,239,3,1081.29,108.13,6,2023-04-20,2024-04-06,352,-0.063725,0,Lost / Inactive
C12541,332,3,502.91,71.84,6,2022-12-06,2024-01-04,394,0.348225,0,Lost / Inactive
C12542,143,3,1733.55,144.46,6,2023-07-08,2024-07-11,369,-0.037200000000000004,0,Lost / Inactive
C12543,4,46,27751.74,152.48,7,2022-12-03,2024-11-27,725,0.5244396226415095,0,Lost / Inactive
C12544,238,2,287.95,95.98,3,2023-04-04,2024-04-07,369,0.5267,0,Lost / Inactive
C12546,25,6,5009.45,185.54,7,2023-01-27,2024-11-06,649,0.40389375,0,Lost / Inactive
C12547,185,3,732.0,91.5,4,2023-06-03,2024-05-30,362,-0.532,0,Lost / Inactive
C12548,263,5,1847.52,108.68,7,2022-12-20,2024-03-13,449,0.4059375,0,Lost / Inactive
C12549,119,4,2045.89,146.14,6,2023-04-01,2024-08-04,491,0.3002222222222222,0,Lost / Inactive
C12550,130,19,12734.31,192.94,7,2022-12-26,2024-07-24,576,0.48064571428571434,0,Lost / Inactive
C12551,503,1,666.56,166.64,4,2023-07-17,2023-07-17,0,0.7796333333333333,0,Lost / Inactive
C12552,40,4,740.8,123.47,3,2023-05-04,2024-10-22,537,0.3544333333333333,0,Lost / Inactive
C12553,275,1,316.08,316.08,1,2024-03-01,2024-03-01,0,-0.438,0,Lost / Inactive
C12554,266,4,1608.72,114.91,5,2022-12-02,2024-03-10,464,0.56159,0,Lost / Inactive
C12555,232,3,235.04,78.35,3,2022-12-07,2024-04-13,493,0.8402,0,Lost / Inactive
C12557,119,4,1644.97,149.54,4,2023-02-02,2024-08-04,549,0.38428888888888885,0,Lost / Inactive
C12559,176,2,885.18,442.59,2,2023-11-13,2024-06-08,208,-0.0951,0,Lost / Inactive
C12560,73,5,1274.27,115.84,6,2023-02-28,2024-09-19,569,0.86692,0,Lost / Inactive
C12561,52,3,894.95,127.85,4,2022-12-26,2024-10-10,654,0.66138,0,Lost / Inactive
C12562,148,2,946.65,189.33,4,2023-05-26,2024-07-06,407,0.3995,0,Lost / Inactive
C12563,7,6,2473.29,123.66,6,2023-03-14,2024-11-24,621,0.48642307692307696,0,Lost / Inactive
C12564,379,2,1131.05,161.58,5,2023-11-15,2023-11-18,3,0.12704,0,Lost / Inactive
C12565,88,5,2201.82,157.27,6,2023-03-20,2024-09-04,534,0.63605,0,Lost / Inactive
C12566,30,8,4307.16,143.57,7,2023-07-07,2024-11-01,483,0.5219666666666667,0,Lost / Inactive
C12567,139,2,1612.74,161.27,6,2023-03-09,2024-07-15,494,0.8317399999999999,0,Lost / Inactive
C12568,2,5,1721.62,107.6,6,2023-03-03,2024-11-29,637,0.3764090909090909,0,Lost / Inactive
C12569,255,2,594.48,148.62,2,2024-02-13,2024-03-21,37,0.923,0,Lost / Inactive
C12570,371,2,92.52,46.26,2,2023-11-13,2023-11-26,13,0.765,0,Lost / Inactive
C12571,262,6,3358.76,115.82,7,2022-12-10,2024-03-14,460,0.3548090909090909,0,Lost / Inactive
C12572,4,3,889.71,177.94,3,2023-05-23,2024-11-27,554,0.4171,0,Lost / Inactive
C12573,19,3,513.5,85.58,5,2023-12-12,2024-11-12,336,0.58446,0,Lost / Inactive
C12574,354,3,449.32,112.33,4,2023-07-10,2023-12-13,156,0.38985000000000003,0,Lost / Inactive
C12575,418,2,787.18,98.4,4,2023-03-15,2023-10-10,209,0.44637499999999997,0,Lost / Inactive
C12576,342,4,1654.31,165.43,6,2022-12-10,2023-12-25,380,0.9204333333333334,0,Lost / Inactive
C12577,150,2,89.04,44.52,2,2023-05-02,2024-07-04,429,0.0,0,Lost / Inactive
C12578,25,12,5512.39,137.81,7,2022-12-06,2024-11-06,701,0.359216,0,Lost / Inactive
C12579,277,3,601.61,75.2,3,2022-12-14,2024-02-28,441,0.24558,0,Lost / Inactive
C12580,86,5,3135.35,149.3,6,2022-12-29,2024-09-06,617,0.2608333333333333,0,Lost / Inactive
C12581,23,3,599.28,74.91,5,2023-11-29,2024-11-08,345,0.50654,0,Lost / Inactive
C12582,117,3,636.25,79.53,5,2023-01-13,2024-08-06,571,0.3957833333333334,0,Lost / Inactive
C12584,603,2,435.28,108.82,4,2022-12-04,2023-04-08,125,0.7904,0,Lost / Inactive
C12585,123,6,2986.4,119.46,7,2022-12-04,2024-07-31,605,0.5100055555555555,0,Lost / Inactive
C12586,357,4,2602.3,144.57,6,2022-12-06,2023-12-10,369,0.6857166666666666,0,Lost / Inactive
C12587,50,4,1594.15,177.13,6,2024-05-09,2024-10-12,156,0.5090600000000001,0,Lost / Inactive
C12588,723,1,548.14,137.04,3,2022-12-09,2022-12-09,0,0.6226666666666666,0,Lost / Inactive
C12589,348,4,1928.7,120.54,7,2022-12-02,2023-12-19,382,0.5382166666666667,0,Lost / Inactive
C12590,379,1,256.0,256.0,1,2023-11-18,2023-11-18,0,0.0,0,Lost / Inactive
C12591,81,5,2959.56,197.3,6,2023-03-18,2024-09-11,543,0.4802909090909091,0,Lost / Inactive
C12592,10,6,1980.83,165.07,7,2023-05-06,2024-11-21,565,0.3095583333333333,0,Lost / Inactive
C12593,25,13,4145.23,207.26,7,2022-12-09,2024-11-06,698,0.3004466666666667,0,Lost / Inactive
C12594,164,1,342.82,171.41,2,2024-06-20,2024-06-20,0,0.6908,0,Lost / Inactive
C12595,94,30,11746.15,143.25,7,2022-12-12,2024-08-29,626,0.27783673469387754,0,Lost / Inactive
C12596,225,3,2263.41,133.14,6,2023-02-06,2024-04-20,439,0.3210181818181818,0,Lost / Inactive
C12597,592,2,517.14,258.57,2,2023-04-12,2023-04-19,7,0.26505,0,Lost / Inactive
C12598,3,107,55132.86,145.85,7,2022-12-09,2024-11-28,720,0.3704170833333333,1,Champions
C12599,11,3,3251.54,141.37,7,2023-11-26,2024-11-20,360,0.6562466666666666,0,Lost / Inactive
C12600,169,7,3707.68,168.53,7,2022-12-07,2024-06-15,556,0.46952,0,Lost / Inactive
C12601,75,5,2877.4,143.87,7,2023-02-09,2024-09-17,586,0.022266666666666664,0,Lost / Inactive
C12602,115,5,1870.2,143.86,7,2022-12-16,2024-08-08,601,0.7226571428571429,0,Lost / Inactive
C12603,16,11,5068.88,202.76,7,2022-12-15,2024-11-15,701,0.38267894736842106,0,Lost / Inactive
C12604,3,1,589.42,196.47,3,2024-11-28,2024-11-28,0,0.6908,0,Lost / Inactive
C12606,121,2,2073.77,129.61,6,2024-06-21,2024-08-02,42,0.4496833333333334,0,Lost / Inactive
C12607,20,2,650.75,130.15,3,2022-12-10,2024-11-11,702,0.7990666666666667,0,Lost / Inactive
C12609,12,3,3322.11,132.88,6,2023-04-06,2024-11-19,593,0.6835736842105263,0,Lost / Inactive
C12610,425,4,2130.86,142.06,6,2022-12-27,2023-10-03,280,0.45074,0,Lost / Inactive
C12611,17,1,93.41,46.7,1,2024-11-14,2024-11-14,0,0.0,0,Lost / Inactive
C12612,192,7,3613.82,116.57,7,2022-12-08,2024-05-23,532,0.13218235294117645,0,Lost / Inactive
C12613,2,1,1104.82,276.2,3,2024-11-29,2024-11-29,0,0.014050000000000007,0,Lost / Inactive
C12614,14,2,1280.8,256.16,4,2024-07-25,2024-11-17,115,0.789675,0,Lost / Inactive
C12615,215,2,317.63,158.82,2,2023-11-21,2024-04-30,161,-0.4019,0,Lost / Inactive
C12616,407,2,3820.53,166.11,7,2022-12-13,2023-10-21,312,0.4288785714285714,0,Lost / Inactive
C12617,9,2,790.06,131.68,5,2024-11-08,2024-11-22,14,0.43832499999999996,0,Lost / Inactive
C12618,4,19,10312.58,187.5,7,2022-12-14,2024-11-27,714,0.4571375,0,Lost / Inactive
C12619,26,2,2154.97,179.58,4,2024-05-28,2024-11-05,161,0.55004,0,Lost / Inactive
C12620,98,13,6453.04,165.46,7,2022-12-29,2024-08-25,605,0.539205,0,Lost / Inactive
C12621,16,5,2174.2,127.89,5,2023-04-08,2024-11-15,587,0.4174,0,Lost / Inactive
C12622,3,6,2612.02,130.6,7,2022-12-19,2024-11-28,710,0.32333636363636364,0,Lost / Inactive
C12623,22,2,1696.85,130.53,6,2023-12-11,2024-11-09,334,0.5872625,0,Lost / Inactive
C12624,718,1,1410.07,235.01,3,2022-12-14,2022-12-14,0,-0.18590000000000004,0,Lost / Inactive
C12625,26,3,316.61,105.54,3,2023-08-25,2024-11-05,438,0.05135000000000001,0,Lost / Inactive
C12626,15,7,3554.11,148.09,7,2022-12-19,2024-11-16,698,0.3691071428571429,0,Lost / Inactive
C12627,13,2,1070.96,133.87,5,2023-04-28,2024-11-18,570,0.12530000000000002,0,Lost / Inactive
C12628,117,7,1990.63,117.1,6,2022-12-08,2024-08-06,607,0.3296727272727273,0,Lost / Inactive
C12629,10,7,3542.79,161.04,7,2022-12-24,2024-11-21,698,0.3645923076923077,0,Lost / Inactive
C12630,30,3,2776.24,185.08,7,2023-05-05,2024-11-01,546,0.32135714285714284,0,Lost / Inactive
C12631,663,1,43.44,43.44,1,2023-02-07,2023-02-07,0,0.0,0,Lost / Inactive
C12632,244,2,634.99,127.0,5,2023-01-27,2024-04-01,430,0.5655333333333333,0,Lost / Inactive
C12633,6,31,19971.99,159.78,7,2022-12-10,2024-11-25,716,0.5078939024390244,0,Lost / Inactive
C12634,388,3,471.91,94.38,3,2023-02-11,2023-11-09,271,0.14245000000000002,0,Lost / Inactive
C12635,360,4,1598.15,159.82,6,2022-12-01,2023-12-07,371,0.5856,0,Lost / Inactive
C12636,20,2,452.44,64.63,4,2024-08-16,2024-11-11,87,0.79735,0,Lost / Inactive
C12637,72,2,1356.14,150.68,6,2023-05-28,2024-09-20,481,0.6148857142857143,0,Lost / Inactive
C12638,32,3,1169.66,106.33,5,2022-12-02,2024-10-30,698,0.4983625,0,Lost / Inactive
C12640,667,1,296.66,98.89,3,2023-02-03,2023-02-03,0,0.09875000000000003,0,Lost / Inactive
C12642,25,4,1269.16,211.53,5,2023-11-01,2024-11-06,371,-0.017525000000000013,0,Lost / Inactive
C12643,202,4,1650.6,103.16,6,2022-12-06,2024-05-13,524,0.48281250000000003,0,Lost / Inactive
C12644,223,2,209.53,52.38,2,2023-11-24,2024-04-22,150,0.8244000000000001,0,Lost / Inactive
C12645,257,3,772.01,110.29,5,2023-07-03,2024-03-19,260,0.11654999999999999,0,Lost / Inactive
C12646,242,2,1052.81,526.4,2,2024-01-01,2024-04-03,93,0.6887000000000001,0,Lost / Inactive
C12647,479,1,1198.64,108.97,7,2023-08-10,2023-08-10,0,0.3116625,0,Lost / Inactive
C12648,36,4,2011.16,125.7,6,2023-08-07,2024-10-26,446,0.7221625,0,Lost / Inactive
C12649,26,3,531.32,88.55,5,2023-04-11,2024-11-05,574,0.060279999999999986,0,Lost / Inactive
C12650,395,2,1646.25,126.63,7,2023-04-02,2023-11-02,214,0.7154454545454545,0,Lost / Inactive
C12651,61,3,427.39,61.06,5,2023-12-17,2024-10-01,289,0.860675,0,Lost / Inactive
C12652,349,4,1733.36,123.81,6,2023-08-29,2023-12-18,111,0.5629666666666667,0,Lost / Inactive
C12653,30,6,5175.45,172.52,7,2023-01-22,2024-11-01,649,0.5050090909090909,0,Lost / Inactive
C12654,79,9,6470.84,150.48,7,2022-12-18,2024-09-13,635,0.40741333333333335,0,Lost / Inactive
C12655,9,6,2048.48,120.5,6,2022-12-02,2024-11-22,721,0.37224,0,Lost / Inactive
C12657,274,2,1044.29,149.18,4,2023-11-24,2024-03-02,99,0.418,0,Lost / Inactive
C12658,8,3,1147.3,127.48,6,2022-12-15,2024-11-23,709,0.15816666666666668,0,Lost / Inactive
C12659,354,4,1288.6,85.91,6,2022-12-08,2023-12-13,370,0.600475,0,Lost / Inactive
C12660,389,1,547.7,136.93,3,2023-11-08,2023-11-08,0,0.36125,0,Lost / Inactive
C12661,344,2,818.81,163.76,3,2023-12-15,2023-12-23,8,0.437275,0,Lost / Inactive
C12662,204,7,2627.91,125.14,6,2022-12-14,2024-05-11,514,0.4514076923076923,0,Lost / Inactive
C12663,204,1,280.32,280.32,1,2024-05-11,2024-05-11,0,0.5719,0,Lost / Inactive
C12664,255,1,266.45,133.22,1,2024-03-21,2024-03-21,0,0.923,0,Lost / Inactive
C12665,3,3,1594.23,159.42,6,2022-12-10,2024-11-28,719,-0.16155,0,Lost / Inactive
C12666,164,8,1883.4,99.13,6,2022-12-30,2024-06-20,538,0.3873166666666667,0,Lost / Inactive
C12667,45,9,2422.48,110.11,6,2023-03-05,2024-10-17,592,0.37485999999999997,0,Lost / Inactive
C12668,380,2,1167.18,129.69,5,2023-04-25,2023-11-17,206,0.42205,0,Lost / Inactive
C12669,184,3,1558.62,155.86,4,2023-04-20,2024-05-31,407,0.5654666666666667,0,Lost / Inactive
C12670,1,9,1834.08,131.01,5,2022-12-14,2024-11-30,717,0.37696,0,Lost / Inactive
C12671,202,3,618.47,88.35,4,2023-12-16,2024-05-13,149,0.7933,0,Lost / Inactive
C12672,2,9,4458.13,139.32,7,2023-12-22,2024-11-29,343,0.38276,0,Lost / Inactive
C12673,587,3,5469.03,273.45,7,2023-03-03,2023-04-24,52,0.20752142857142858,0,Lost / Inactive
C12674,500,4,327.05,81.76,3,2023-03-12,2023-07-20,130,0.40599999999999997,0,Lost / Inactive
C12675,48,3,278.59,55.72,5,2024-02-08,2024-10-14,249,0.32354000000000005,0,Lost / Inactive
C12676,144,2,422.54,105.64,3,2024-04-03,2024-07-10,98,0.6152500000000001,0,Lost / Inactive
C12677,2,15,4961.52,127.22,7,2023-04-22,2024-11-29,587,0.34909285714285715,0,Lost / Inactive
C12678,21,1,436.56,145.52,3,2024-11-10,2024-11-10,0,0.6614,0,Lost / Inactive
C12679,674,2,139.49,69.74,2,2022-12-18,2023-01-27,40,0.8499,0,Lost / Inactive
C12680,36,8,1919.36,147.64,6,2023-02-18,2024-10-26,616,0.13048461538461537,0,Lost / Inactive
C12681,11,2,1053.95,95.81,6,2023-12-30,2024-11-20,326,0.5333888888888889,0,Lost / Inactive
C12682,18,4,1547.51,128.96,4,2023-02-07,2024-11-13,645,0.784975,0,Lost / Inactive
C12683,264,3,492.05,82.01,2,2023-04-30,2024-03-12,317,0.55825,0,Lost / Inactive
C12684,598,1,950.21,190.04,4,2023-04-13,2023-04-13,0,0.38427500000000003,0,Lost / Inactive
C12685,57,4,2770.85,145.83,6,2023-10-27,2024-10-05,344,0.25969166666666665,0,Lost / Inactive
C12686,173,9,4988.42,124.71,7,2022-12-27,2024-06-11,532,0.2784130434782609,0,Lost / Inactive
C12688,168,3,2408.37,200.7,5,2023-01-21,2024-06-16,512,0.35333333333333333,0,Lost / Inactive
C12689,258,3,395.99,56.57,5,2023-02-14,2024-03-18,398,0.3329166666666667,0,Lost / Inactive
C12690,357,2,2569.85,171.32,6,2023-11-21,2023-12-10,19,0.16015000000000001,0,Lost / Inactive
C12691,27,6,2851.46,203.68,6,2023-01-29,2024-11-04,645,0.8061,0,Lost / Inactive
